,Frequencies,Sample 1,Sample 2,Sample 3,Sample 4,Sample 5,Sample 6,Sample 7,Sample 8,Sample 9,Sample 10,Sample 11,Sample 12,Sample 13
87,184.0,0.14584814952756245,0.17563198220704643,0.16728845957210595,0.18504822840252175,0.18633487554258948,0.18250827843898476,0.1847506468829906,0.21721145381121762,0.21721145381121762,0.21721145381121762,0.21721145381121762,0.21721145381121762,0.21721145381121762
88,186.0,0.10694475965966352,0.14792893643017288,0.17316551410212905,0.04927580351076005,0.03804988842207619,0.04766987468912067,0.013648746254800993,0.0683039138569994,0.0683039138569994,0.0683039138569994,0.0683039138569994,0.0683039138569994,0.0683039138569994
89,188.0,0.06251520770010069,0.0,0.055933962310489076,0.07336590568836206,0.06844813828574126,0.12320764325324755,0.026775690250346373,0.08103089952298308,0.08103089952298308,0.08103089952298308,0.08103089952298308,0.08103089952298308,0.08103089952298308
90,190.0,0.05316304016522191,0.09086043163556781,0.14416009085308992,0.06667409716624914,0.06454301963238411,0.09617404026018739,0.06531336146450456,0.06267092605625367,0.06267092605625367,0.06267092605625367,0.06267092605625367,0.06267092605625367,0.06267092605625367
91,192.0,0.031633207409024394,0.06435085748316775,0.13904493930409953,0.17249044102774502,0.1496220252103278,0.14352202343397297,0.08571201547165169,0.18700874135352388,0.18700874135352388,0.18700874135352388,0.18700874135352388,0.18700874135352388,0.18700874135352388
92,194.0,0.04204453518001915,0.033590356818095586,0.10139486950580816,0.1637198808300446,0.1487242418541183,0.22315292417360832,0.14308925213700513,0.1606778424551921,0.1606778424551921,0.1606778424551921,0.1606778424551921,0.1606778424551921,0.1606778424551921
93,196.0,0.08073324370921124,0.10579024877670766,0.1691922178984617,0.22949694104404225,0.23537577119159517,0.3050518362787834,0.2464560901978067,0.3994180994944009,0.3994180994944009,0.3994180994944009,0.3994180994944009,0.3994180994944009,0.3994180994944009
94,198.0,0.1025639671995105,0.11704265776186963,0.12654081701715544,0.12313429743186598,0.13188697105131586,0.08309628098640164,0.02778715812541002,0.0,0.0,0.0,0.0,0.0,0.0
95,200.0,0.12194524192511484,0.10271413828445912,0.09042253942098563,0.0836538854840722,0.08660381844291312,0.025576036326031188,0.00826930076974761,0.029371199057787706,0.029371199057787706,0.029371199057787706,0.029371199057787706,0.029371199057787706,0.029371199057787706
96,202.0,0.11604674781147589,0.072884739514036,0.07436783895969899,0.15946846291446937,0.151225779944295,0.21988346241502535,0.14778322804114505,0.23321803588794382,0.23321803588794382,0.23321803588794382,0.23321803588794382,0.23321803588794382,0.23321803588794382
